[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1619739, 0.07451222, 1.0]], ['2, k, 1', [-0.1604886, 0.4082697, 1.0]], ['2, k, 2', [-0.1568722, 0.7300466, 1.0]], ['2, k, 3', [-0.1339599, 0.8841422, 1.0]], ['2, k, 4', [-0.2904603, 0.5521583, 1.0]], ['2, k, 5', [-0.4343225, 0.4476307, 1.0]], ['2, k, 6', [-0.2355559, 0.6186459, 1.0]], ['2, k, 7', [-0.2212842, 0.6303885, 1.0]], ['2, k, 8', [0.0179922, 0.6219866, 1.0]], ['2, k, 9', [0.08113933, 0.3396067, 1.0]], ['2, k, 10', [0.1134819, 0.1111032, 1.0]], ['2, k, 11', [0.135315, 0.07068866, 1.0]], ['2, k, 12', [-0.2361252, 0.07221775, 1.0]], ['2, k, 13', [-0.3084847, -0.3687605, 1.0]], ['2, k, 14', [-0.3634418, -0.7135641, 1.0]], ['2, k, 15', [-0.3944724, -0.7555801, 1.0]], ['2, k, 16', [-0.08208102, 0.07377719, 1.0]], ['2, k, 17', [-0.08822395, -0.3533626, 1.0]], ['2, k, 18', [-0.1360165, -0.693801, 1.0]], ['2, k, 19', [-0.03252029, -0.7469255, 1.0]], ['2, k, 20', [-0.1580178, 0.6515544, 1.0]], ['2, k, 21', [-0.147512, 0.6738414, 1.0]], ['2, k, 22', [-0.2503374, 0.6761212, 1.0]], ['2, k, 23', [0.1459367, -0.003051345, 1.0]], ['2, k, 24', [0.1702406, 0.07058527, 1.0]]]
[['2, k, 0', [-0.161792, 0.07412934, 1.0]], ['2, k, 1', [-0.1599077, 0.4085647, 1.0]], ['2, k, 2', [-0.1553857, 0.7312562, 1.0]], ['2, k, 3', [-0.1333098, 0.8831826, 1.0]], ['2, k, 4', [-0.2886818, 0.5516826, 1.0]], ['2, k, 5', [-0.4257302, 0.4342968, 1.0]], ['2, k, 6', [-0.2648324, 0.5466046, 1.0]], ['2, k, 7', [-0.2290421, 0.5931272, 1.0]], ['2, k, 8', [0.0188077, 0.6223587, 1.0]], ['2, k, 9', [0.08185253, 0.3415306, 1.0]], ['2, k, 10', [0.1129919, 0.1129021, 1.0]], ['2, k, 11', [0.1351547, 0.06900748, 1.0]], ['2, k, 12', [-0.235711, 0.07197863, 1.0]], ['2, k, 13', [-0.3084862, -0.3687617, 1.0]], ['2, k, 14', [-0.3630416, -0.7142975, 1.0]], ['2, k, 15', [-0.3945757, -0.7559032, 1.0]], ['2, k, 16', [-0.08216321, 0.07319875, 1.0]], ['2, k, 17', [-0.08758426, -0.3544627, 1.0]], ['2, k, 18', [-0.1348358, -0.6954064, 1.0]], ['2, k, 19', [-0.02982341, -0.7453464, 1.0]], ['2, k, 20', [-0.1567822, 0.6524982, 1.0]], ['2, k, 21', [-0.1745838, 0.6303723, 1.0]], ['2, k, 22', [-0.2689856, 0.6369551, 1.0]], ['2, k, 23', [0.1508878, -0.01729392, 1.0]], ['2, k, 24', [0.1672222, 0.0481263, 1.0]]]
[['2, k, 0', [-0.1614706, 0.07357522, 1.0]], ['2, k, 1', [-0.1574981, 0.4085339, 1.0]], ['2, k, 2', [-0.1494453, 0.7317476, 1.0]], ['2, k, 3', [-0.1331772, 0.8805971, 1.0]], ['2, k, 4', [-0.2863953, 0.550106, 1.0]], ['2, k, 5', [-0.4245364, 0.4214414, 1.0]], ['2, k, 6', [-0.2702788, 0.5308167, 1.0]], ['2, k, 7', [-0.2438857, 0.5616581, 1.0]], ['2, k, 8', [0.0204854, 0.6224598, 1.0]], ['2, k, 9', [0.08189949, 0.3413072, 1.0]], ['2, k, 10', [0.1129039, 0.112711, 1.0]], ['2, k, 11', [0.1362833, 0.06833778, 1.0]], ['2, k, 12', [-0.2352235, 0.0715124, 1.0]], ['2, k, 13', [-0.3084858, -0.3687629, 1.0]], ['2, k, 14', [-0.3631671, -0.7139232, 1.0]], ['2, k, 15', [-0.3942251, -0.755724, 1.0]], ['2, k, 16', [-0.08200853, 0.07259165, 1.0]], ['2, k, 17', [-0.08709978, -0.3554207, 1.0]], ['2, k, 18', [-0.1372302, -0.6974817, 1.0]], ['2, k, 19', [-0.03092539, -0.7448748, 1.0]], ['2, k, 20', [-0.1518173, 0.6528658, 1.0]], ['2, k, 21', [-0.1909943, 0.5984828, 1.0]], ['2, k, 22', [-0.2869771, 0.6050272, 1.0]], ['2, k, 23', [0.1446594, -0.003982163, 1.0]], ['2, k, 24', [0.172906, 0.07018439, 1.0]]]
[['2, k, 0', [-0.1607533, 0.07138939, 1.0]], ['2, k, 1', [-0.153692, 0.4055051, 1.0]], ['2, k, 2', [-0.1419587, 0.7267928, 1.0]], ['2, k, 3', [-0.1335989, 0.8775712, 1.0]], ['2, k, 4', [-0.2772701, 0.5408475, 1.0]], ['2, k, 5', [-0.4229199, 0.4106126, 1.0]], ['2, k, 6', [-0.2882005, 0.4811735, 1.0]], ['2, k, 7', [-0.2682561, 0.5183085, 1.0]], ['2, k, 8', [0.02224677, 0.6219632, 1.0]], ['2, k, 9', [0.08201473, 0.3415419, 1.0]], ['2, k, 10', [0.1127461, 0.1128775, 1.0]], ['2, k, 11', [0.1366619, 0.06908952, 1.0]], ['2, k, 12', [-0.2336299, 0.06880295, 1.0]], ['2, k, 13', [-0.3083855, -0.3691769, 1.0]], ['2, k, 14', [-0.363204, -0.7139402, 1.0]], ['2, k, 15', [-0.394208, -0.7558597, 1.0]], ['2, k, 16', [-0.08196553, 0.0709323, 1.0]], ['2, k, 17', [-0.08745732, -0.3561736, 1.0]], ['2, k, 18', [-0.1386525, -0.7004145, 1.0]], ['2, k, 19', [-0.03116711, -0.7458884, 1.0]], ['2, k, 20', [-0.1452467, 0.6484645, 1.0]], ['2, k, 21', [-0.226669, 0.5562892, 1.0]], ['2, k, 22', [-0.3003923, 0.5690442, 1.0]], ['2, k, 23', [0.1537427, -0.01145946, 1.0]], ['2, k, 24', [0.1700881, 0.07843057, 1.0]]]
[['2, k, 0', [-0.1608548, 0.07144976, 1.0]], ['2, k, 1', [-0.1535662, 0.4053936, 1.0]], ['2, k, 2', [-0.1418361, 0.725957, 1.0]], ['2, k, 3', [-0.1342175, 0.8759345, 1.0]], ['2, k, 4', [-0.2763213, 0.5579302, 1.0]], ['2, k, 5', [-0.4201954, 0.3952633, 1.0]], ['2, k, 6', [-0.3184673, 0.4445118, 1.0]], ['2, k, 7', [-0.2926311, 0.4736475, 1.0]], ['2, k, 8', [0.02480699, 0.6214514, 1.0]], ['2, k, 9', [0.0817002, 0.3376219, 1.0]], ['2, k, 10', [0.1134383, 0.1093387, 1.0]], ['2, k, 11', [0.1351111, 0.06880505, 1.0]], ['2, k, 12', [-0.2336849, 0.06910054, 1.0]], ['2, k, 13', [-0.3082816, -0.370225, 1.0]], ['2, k, 14', [-0.3632859, -0.71414, 1.0]], ['2, k, 15', [-0.3941978, -0.7557872, 1.0]], ['2, k, 16', [-0.08226552, 0.07089913, 1.0]], ['2, k, 17', [-0.0875917, -0.3573954, 1.0]], ['2, k, 18', [-0.1353444, -0.7059517, 1.0]], ['2, k, 19', [-0.02784513, -0.7476261, 1.0]], ['2, k, 20', [-0.1450796, 0.6478597, 1.0]], ['2, k, 21', [-0.2575743, 0.4989202, 1.0]], ['2, k, 22', [-0.3211037, 0.5229255, 1.0]], ['2, k, 23', [0.1461848, -0.0002432967, 1.0]], ['2, k, 24', [0.1643853, 0.08024529, 1.0]]]
[['2, k, 0', [-0.1608277, 0.07222533, 1.0]], ['2, k, 1', [-0.1534928, 0.4056382, 1.0]], ['2, k, 2', [-0.1421487, 0.7256941, 1.0]], ['2, k, 3', [-0.1343832, 0.875164, 1.0]], ['2, k, 4', [-0.2812298, 0.5692378, 1.0]], ['2, k, 5', [-0.4137337, 0.3974801, 1.0]], ['2, k, 6', [-0.3340108, 0.4067194, 1.0]], ['2, k, 7', [-0.3158396, 0.4294099, 1.0]], ['2, k, 8', [0.02575957, 0.6212835, 1.0]], ['2, k, 9', [0.08176836, 0.3360397, 1.0]], ['2, k, 10', [0.1141523, 0.1079214, 1.0]], ['2, k, 11', [0.1366014, 0.06957569, 1.0]], ['2, k, 12', [-0.2336399, 0.07074184, 1.0]], ['2, k, 13', [-0.3082222, -0.3704454, 1.0]], ['2, k, 14', [-0.3631698, -0.7140844, 1.0]], ['2, k, 15', [-0.3937381, -0.7557901, 1.0]], ['2, k, 16', [-0.08224445, 0.07118616, 1.0]], ['2, k, 17', [-0.08756998, -0.3585405, 1.0]], ['2, k, 18', [-0.1360879, -0.7000423, 1.0]], ['2, k, 19', [-0.02934387, -0.7471538, 1.0]], ['2, k, 20', [-0.1452412, 0.6477584, 1.0]], ['2, k, 21', [-0.2838222, 0.4395831, 1.0]], ['2, k, 22', [-0.3398121, 0.484301, 1.0]], ['2, k, 23', [0.1434541, 0.002563238, 1.0]], ['2, k, 24', [0.1628846, 0.04724108, 1.0]]]
[['2, k, 0', [-0.1611184, 0.074278, 1.0]], ['2, k, 1', [-0.1534572, 0.4059427, 1.0]], ['2, k, 2', [-0.1422822, 0.7251319, 1.0]], ['2, k, 3', [-0.1344805, 0.874271, 1.0]], ['2, k, 4', [-0.3000401, 0.5902185, 1.0]], ['2, k, 5', [-0.4019685, 0.362145, 1.0]], ['2, k, 6', [-0.3581333, 0.3736804, 1.0]], ['2, k, 7', [-0.3379456, 0.3756112, 1.0]], ['2, k, 8', [0.02680561, 0.6210384, 1.0]], ['2, k, 9', [0.08214556, 0.3352924, 1.0]], ['2, k, 10', [0.1139407, 0.1071602, 1.0]], ['2, k, 11', [0.1366854, 0.06831785, 1.0]], ['2, k, 12', [-0.2341482, 0.07397574, 1.0]], ['2, k, 13', [-0.3082308, -0.3704495, 1.0]], ['2, k, 14', [-0.3633476, -0.7148268, 1.0]], ['2, k, 15', [-0.3941571, -0.7563207, 1.0]], ['2, k, 16', [-0.08236107, 0.07227949, 1.0]], ['2, k, 17', [-0.08756228, -0.3585494, 1.0]], ['2, k, 18', [-0.136724, -0.6981698, 1.0]], ['2, k, 19', [-0.03090563, -0.745746, 1.0]], ['2, k, 20', [-0.1452983, 0.6474994, 1.0]], ['2, k, 21', [-0.3133757, 0.3845562, 1.0]], ['2, k, 22', [-0.3626511, 0.4174386, 1.0]], ['2, k, 23', [0.1450286, -0.006718104, 1.0]], ['2, k, 24', [0.1652381, 0.05648559, 1.0]]]
[['2, k, 0', [-0.1612007, 0.075237, 1.0]], ['2, k, 1', [-0.1534673, 0.4060715, 1.0]], ['2, k, 2', [-0.1425319, 0.7247717, 1.0]], ['2, k, 3', [-0.1344973, 0.8727941, 1.0]], ['2, k, 4', [-0.300436, 0.5902804, 1.0]], ['2, k, 5', [-0.4068732, 0.3977031, 1.0]], ['2, k, 6', [-0.3373077, 0.4533772, 1.0]], ['2, k, 7', [-0.3571082, 0.3402078, 1.0]], ['2, k, 8', [0.02745104, 0.6209449, 1.0]], ['2, k, 9', [0.08217745, 0.3347807, 1.0]], ['2, k, 10', [0.114266, 0.1066978, 1.0]], ['2, k, 11', [0.1360376, 0.06780223, 1.0]], ['2, k, 12', [-0.2341978, 0.07513971, 1.0]], ['2, k, 13', [-0.3085558, -0.3742285, 1.0]], ['2, k, 14', [-0.3623388, -0.7123365, 1.0]], ['2, k, 15', [-0.3929551, -0.7548079, 1.0]], ['2, k, 16', [-0.08244972, 0.0729639, 1.0]], ['2, k, 17', [-0.08758378, -0.3585998, 1.0]], ['2, k, 18', [-0.1342433, -0.7025029, 1.0]], ['2, k, 19', [-0.02906085, -0.7472939, 1.0]], ['2, k, 20', [-0.1454373, 0.6473278, 1.0]], ['2, k, 21', [-0.336391, 0.3202071, 1.0]], ['2, k, 22', [-0.3782297, 0.3900329, 1.0]], ['2, k, 23', [0.148052, -0.008685241, 1.0]], ['2, k, 24', [0.1713232, 0.06555888, 1.0]]]
[['2, k, 0', [-0.1612492, 0.07589602, 1.0]], ['2, k, 1', [-0.153468, 0.4061613, 1.0]], ['2, k, 2', [-0.1427057, 0.7244472, 1.0]], ['2, k, 3', [-0.1345918, 0.8714364, 1.0]], ['2, k, 4', [-0.301501, 0.5905283, 1.0]], ['2, k, 5', [-0.4033415, 0.3978262, 1.0]], ['2, k, 6', [-0.3650826, 0.3019435, 1.0]], ['2, k, 7', [-0.3626542, 0.2917168, 1.0]], ['2, k, 8', [0.02783712, 0.6208714, 1.0]], ['2, k, 9', [0.08244608, 0.3350161, 1.0]], ['2, k, 10', [0.114381, 0.1069178, 1.0]], ['2, k, 11', [0.1351364, 0.06771409, 1.0]], ['2, k, 12', [-0.234212, 0.07592238, 1.0]], ['2, k, 13', [-0.3085829, -0.3742389, 1.0]], ['2, k, 14', [-0.3623077, -0.7122454, 1.0]], ['2, k, 15', [-0.3926829, -0.7547827, 1.0]], ['2, k, 16', [-0.08251087, 0.07342479, 1.0]], ['2, k, 17', [-0.08772089, -0.3590082, 1.0]], ['2, k, 18', [-0.1348383, -0.7038592, 1.0]], ['2, k, 19', [-0.02684133, -0.7480685, 1.0]], ['2, k, 20', [-0.1455334, 0.6471617, 1.0]], ['2, k, 21', [-0.3381914, 0.2539585, 1.0]], ['2, k, 22', [-0.3960544, 0.3380397, 1.0]], ['2, k, 23', [0.147793, -0.008357164, 1.0]], ['2, k, 24', [0.1648497, 0.04697536, 1.0]]]
[['2, k, 0', [-0.1612374, 0.07622936, 1.0]], ['2, k, 1', [-0.153523, 0.4062017, 1.0]], ['2, k, 2', [-0.1433651, 0.7239446, 1.0]], ['2, k, 3', [-0.1347727, 0.8701258, 1.0]], ['2, k, 4', [-0.303222, 0.5900063, 1.0]], ['2, k, 5', [-0.4028965, 0.3949561, 1.0]], ['2, k, 6', [-0.371621, 0.251354, 1.0]], ['2, k, 7', [-0.3712004, 0.2395686, 1.0]], ['2, k, 8', [0.02812345, 0.6207608, 1.0]], ['2, k, 9', [0.08347353, 0.3384586, 1.0]], ['2, k, 10', [0.1137527, 0.1101566, 1.0]], ['2, k, 11', [0.1354367, 0.06958573, 1.0]], ['2, k, 12', [-0.2341742, 0.0762748, 1.0]], ['2, k, 13', [-0.3085352, -0.3742152, 1.0]], ['2, k, 14', [-0.3619783, -0.7111804, 1.0]], ['2, k, 15', [-0.3926936, -0.7545701, 1.0]], ['2, k, 16', [-0.08251804, 0.07370296, 1.0]], ['2, k, 17', [-0.08774536, -0.359138, 1.0]], ['2, k, 18', [-0.1357809, -0.7009558, 1.0]], ['2, k, 19', [-0.02899852, -0.7468265, 1.0]], ['2, k, 20', [-0.1459629, 0.6468596, 1.0]], ['2, k, 21', [-0.3592635, 0.2015294, 1.0]], ['2, k, 22', [-0.4074089, 0.2901303, 1.0]], ['2, k, 23', [0.1510364, -0.008656658, 1.0]], ['2, k, 24', [0.1649262, 0.06160642, 1.0]]]
[['2, k, 0', [-0.1611714, 0.07707699, 1.0]], ['2, k, 1', [-0.1535926, 0.4063644, 1.0]], ['2, k, 2', [-0.1438248, 0.7236452, 1.0]], ['2, k, 3', [-0.1347658, 0.869274, 1.0]], ['2, k, 4', [-0.3036852, 0.5899423, 1.0]], ['2, k, 5', [-0.3970854, 0.3878576, 1.0]], ['2, k, 6', [-0.3800892, 0.2355314, 1.0]], ['2, k, 7', [-0.3787917, 0.1998683, 1.0]], ['2, k, 8', [0.0283073, 0.6209127, 1.0]], ['2, k, 9', [0.08348924, 0.3380112, 1.0]], ['2, k, 10', [0.1136618, 0.109741, 1.0]], ['2, k, 11', [0.1371354, 0.06956731, 1.0]], ['2, k, 12', [-0.2341259, 0.0771036, 1.0]], ['2, k, 13', [-0.3085147, -0.374222, 1.0]], ['2, k, 14', [-0.3618429, -0.7109428, 1.0]], ['2, k, 15', [-0.3925052, -0.7547856, 1.0]], ['2, k, 16', [-0.08243205, 0.07446159, 1.0]], ['2, k, 17', [-0.0876677, -0.3583272, 1.0]], ['2, k, 18', [-0.1364618, -0.6950486, 1.0]], ['2, k, 19', [-0.03208476, -0.744799, 1.0]], ['2, k, 20', [-0.1462614, 0.6467112, 1.0]], ['2, k, 21', [-0.3719359, 0.1524047, 1.0]], ['2, k, 22', [-0.4107454, 0.2480645, 1.0]], ['2, k, 23', [0.1464744, -0.0002437787, 1.0]], ['2, k, 24', [0.1057283, 0.07079014, 1.0]]]
[['2, k, 0', [-0.1612992, 0.07776908, 1.0]], ['2, k, 1', [-0.1536655, 0.4065068, 1.0]], ['2, k, 2', [-0.1441106, 0.7233242, 1.0]], ['2, k, 3', [-0.1344706, 0.8683566, 1.0]], ['2, k, 4', [-0.3039741, 0.5898772, 1.0]], ['2, k, 5', [-0.3932429, 0.3818609, 1.0]], ['2, k, 6', [-0.382452, 0.2138497, 1.0]], ['2, k, 7', [-0.3800949, 0.1622054, 1.0]], ['2, k, 8', [0.02844794, 0.6210173, 1.0]], ['2, k, 9', [0.08375831, 0.3398511, 1.0]], ['2, k, 10', [0.1134923, 0.1115642, 1.0]], ['2, k, 11', [0.1369781, 0.06849543, 1.0]], ['2, k, 12', [-0.2342225, 0.07797237, 1.0]], ['2, k, 13', [-0.3081764, -0.3759024, 1.0]], ['2, k, 14', [-0.3611397, -0.7090793, 1.0]], ['2, k, 15', [-0.3921836, -0.7543835, 1.0]], ['2, k, 16', [-0.08256493, 0.07493636, 1.0]], ['2, k, 17', [-0.08767976, -0.3582889, 1.0]], ['2, k, 18', [-0.133315, -0.69691, 1.0]], ['2, k, 19', [-0.02885603, -0.7475633, 1.0]], ['2, k, 20', [-0.1464702, 0.6465369, 1.0]], ['2, k, 21', [-0.3759587, 0.1093439, 1.0]], ['2, k, 22', [-0.413952, 0.2107236, 1.0]], ['2, k, 23', [0.1476685, -0.006230587, 1.0]], ['2, k, 24', [0.1655549, 0.06466873, 1.0]]]
[['2, k, 0', [-0.161322, 0.07802855, 1.0]], ['2, k, 1', [-0.1537383, 0.4065164, 1.0]], ['2, k, 2', [-0.1446846, 0.7225385, 1.0]], ['2, k, 3', [-0.1344806, 0.8674977, 1.0]], ['2, k, 4', [-0.3048962, 0.5892277, 1.0]], ['2, k, 5', [-0.3897002, 0.371142, 1.0]], ['2, k, 6', [-0.3816467, 0.1866914, 1.0]], ['2, k, 7', [-0.3775794, 0.1347855, 1.0]], ['2, k, 8', [0.02847693, 0.6209931, 1.0]], ['2, k, 9', [0.08367123, 0.3392051, 1.0]], ['2, k, 10', [0.1134939, 0.1109197, 1.0]], ['2, k, 11', [0.1382174, 0.06796568, 1.0]], ['2, k, 12', [-0.2342173, 0.07822926, 1.0]], ['2, k, 13', [-0.3079833, -0.3755814, 1.0]], ['2, k, 14', [-0.3613381, -0.70908, 1.0]], ['2, k, 15', [-0.3925776, -0.7542871, 1.0]], ['2, k, 16', [-0.08260989, 0.0751749, 1.0]], ['2, k, 17', [-0.08753061, -0.3588088, 1.0]], ['2, k, 18', [-0.1352658, -0.6950585, 1.0]], ['2, k, 19', [-0.03126603, -0.7461255, 1.0]], ['2, k, 20', [-0.1469045, 0.6459924, 1.0]], ['2, k, 21', [-0.3752601, 0.07892156, 1.0]], ['2, k, 22', [-0.4074437, 0.180378, 1.0]], ['2, k, 23', [0.156418, -0.01140754, 1.0]], ['2, k, 24', [0.1806727, 0.07543716, 1.0]]]
[['2, k, 0', [-0.161394, 0.07823841, 1.0]], ['2, k, 1', [-0.1538858, 0.4065054, 1.0]], ['2, k, 2', [-0.1452938, 0.7217389, 1.0]], ['2, k, 3', [-0.1347553, 0.8658091, 1.0]], ['2, k, 4', [-0.3063597, 0.588106, 1.0]], ['2, k, 5', [-0.3891961, 0.3656715, 1.0]], ['2, k, 6', [-0.3738151, 0.1686005, 1.0]], ['2, k, 7', [-0.3715748, 0.1106498, 1.0]], ['2, k, 8', [0.02765216, 0.6215571, 1.0]], ['2, k, 9', [0.08403072, 0.3402328, 1.0]], ['2, k, 10', [0.1136041, 0.1118781, 1.0]], ['2, k, 11', [0.1361804, 0.07237364, 1.0]], ['2, k, 12', [-0.2342018, 0.07844336, 1.0]], ['2, k, 13', [-0.3078348, -0.3753, 1.0]], ['2, k, 14', [-0.3610353, -0.7090823, 1.0]], ['2, k, 15', [-0.3926849, -0.7544625, 1.0]], ['2, k, 16', [-0.08278564, 0.07541155, 1.0]], ['2, k, 17', [-0.08767038, -0.3583414, 1.0]], ['2, k, 18', [-0.1360813, -0.6972678, 1.0]], ['2, k, 19', [-0.03089352, -0.7466242, 1.0]], ['2, k, 20', [-0.1474084, 0.6453936, 1.0]], ['2, k, 21', [-0.3685792, 0.05114823, 1.0]], ['2, k, 22', [-0.4017792, 0.1554153, 1.0]], ['2, k, 23', [0.1602129, 0.02642382, 1.0]], ['2, k, 24', [0.1652552, 0.08078962, 1.0]]]
[['2, k, 0', [-0.1613754, 0.07832658, 1.0]], ['2, k, 1', [-0.1540083, 0.4064626, 1.0]], ['2, k, 2', [-0.1459279, 0.72109, 1.0]], ['2, k, 3', [-0.134928, 0.8644386, 1.0]], ['2, k, 4', [-0.3069412, 0.5871044, 1.0]], ['2, k, 5', [-0.3889579, 0.3570071, 1.0]], ['2, k, 6', [-0.3722419, 0.1630804, 1.0]], ['2, k, 7', [-0.3648905, 0.09394208, 1.0]], ['2, k, 8', [0.02769479, 0.6215857, 1.0]], ['2, k, 9', [0.08403992, 0.3402817, 1.0]], ['2, k, 10', [0.1134172, 0.1119786, 1.0]], ['2, k, 11', [0.1375181, 0.06870751, 1.0]], ['2, k, 12', [-0.2341098, 0.07854295, 1.0]], ['2, k, 13', [-0.3077327, -0.3750545, 1.0]], ['2, k, 14', [-0.3614179, -0.7097929, 1.0]], ['2, k, 15', [-0.3928154, -0.7547815, 1.0]], ['2, k, 16', [-0.08281215, 0.07550419, 1.0]], ['2, k, 17', [-0.08769556, -0.3583022, 1.0]], ['2, k, 18', [-0.137012, -0.7009637, 1.0]], ['2, k, 19', [-0.02979149, -0.7472749, 1.0]], ['2, k, 20', [-0.1479199, 0.6448711, 1.0]], ['2, k, 21', [-0.3604571, 0.03101603, 1.0]], ['2, k, 22', [-0.3931777, 0.1323773, 1.0]], ['2, k, 23', [0.1501901, -0.005797463, 1.0]], ['2, k, 24', [0.1696409, 0.0771829, 1.0]]]
[['2, k, 0', [-0.1615176, 0.07847156, 1.0]], ['2, k, 1', [-0.1542667, 0.4062606, 1.0]], ['2, k, 2', [-0.1463444, 0.7199718, 1.0]], ['2, k, 3', [-0.1357633, 0.8631071, 1.0]], ['2, k, 4', [-0.3075268, 0.5870265, 1.0]], ['2, k, 5', [-0.3875372, 0.3537888, 1.0]], ['2, k, 6', [-0.3673118, 0.1515419, 1.0]], ['2, k, 7', [-0.3585696, 0.08049554, 1.0]], ['2, k, 8', [0.02771647, 0.6215975, 1.0]], ['2, k, 9', [0.08377483, 0.3376553, 1.0]], ['2, k, 10', [0.1144382, 0.1095625, 1.0]], ['2, k, 11', [0.1356746, 0.06801997, 1.0]], ['2, k, 12', [-0.2342086, 0.07864754, 1.0]], ['2, k, 13', [-0.3075093, -0.3749939, 1.0]], ['2, k, 14', [-0.3613774, -0.7098278, 1.0]], ['2, k, 15', [-0.3928598, -0.754892, 1.0]], ['2, k, 16', [-0.08299401, 0.07566745, 1.0]], ['2, k, 17', [-0.08763614, -0.3585367, 1.0]], ['2, k, 18', [-0.1360353, -0.7041194, 1.0]], ['2, k, 19', [-0.03044151, -0.7475494, 1.0]], ['2, k, 20', [-0.1483379, 0.6439363, 1.0]], ['2, k, 21', [-0.3503551, 0.01407825, 1.0]], ['2, k, 22', [-0.3853369, 0.1159585, 1.0]], ['2, k, 23', [0.1675094, -0.02291722, 1.0]], ['2, k, 24', [0.1731551, 0.06548284, 1.0]]]
[['2, k, 0', [-0.1621338, 0.07858924, 1.0]], ['2, k, 1', [-0.1547497, 0.405963, 1.0]], ['2, k, 2', [-0.1466187, 0.7190838, 1.0]], ['2, k, 3', [-0.1362145, 0.8624411, 1.0]], ['2, k, 4', [-0.3079897, 0.5869618, 1.0]], ['2, k, 5', [-0.3850796, 0.3490634, 1.0]], ['2, k, 6', [-0.364947, 0.1454149, 1.0]], ['2, k, 7', [-0.3557292, 0.06753007, 1.0]], ['2, k, 8', [0.02779671, 0.6215819, 1.0]], ['2, k, 9', [0.08377072, 0.3362771, 1.0]], ['2, k, 10', [0.1159709, 0.1084876, 1.0]], ['2, k, 11', [0.1359639, 0.067455, 1.0]], ['2, k, 12', [-0.2348031, 0.07876306, 1.0]], ['2, k, 13', [-0.307517, -0.374965, 1.0]], ['2, k, 14', [-0.3615192, -0.7103224, 1.0]], ['2, k, 15', [-0.3926882, -0.7552641, 1.0]], ['2, k, 16', [-0.0836136, 0.07575467, 1.0]], ['2, k, 17', [-0.08750017, -0.3577769, 1.0]], ['2, k, 18', [-0.1349354, -0.7045384, 1.0]], ['2, k, 19', [-0.03277972, -0.7469079, 1.0]], ['2, k, 20', [-0.1487056, 0.6431332, 1.0]], ['2, k, 21', [-0.3446432, -0.0008835071, 1.0]], ['2, k, 22', [-0.380733, 0.1029958, 1.0]], ['2, k, 23', [0.1425147, -0.003027721, 1.0]], ['2, k, 24', [0.174459, 0.07014376, 1.0]]]
